id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability
215,25-34,Female,Turk,Houseowner,True,True,False,True,False,False,True,True,True,True,True,Middle School,Married,Student,3,1,0,0,93.63
216,45-54,Male,Turk,Houseowner,False,False,False,False,True,False,False,True,False,True,False,Middle School,Married,Retired,5,0,0,0,96.78
217,25-34,Male,Turk,Houseowner,True,False,True,False,False,False,False,False,False,True,True,Primary School,Single,Employed,3,1,0,0,98.21
218,45-54,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,False,True,False,High School,Married,Student,1,1,0,0,99.62
219,45-54,Male,Turk,Houseowner,True,False,False,True,True,False,False,True,False,True,True,Primary School,Married,Student,2,2,0,0,96.44
220,35-44,Male,Turk,Houseowner,True,False,False,False,False,False,True,False,False,False,True,Middle School,Married,Student,1,1,0,0,95.28
221,35-44,Female,Turk,Houseowner,False,True,False,False,False,False,False,True,True,False,True,Illiterate,Divorced,Unemployed,1,0,0,0,97.84
222,45-54,Male,Turk,Houseowner,True,False,True,False,False,False,True,True,False,True,True,Primary School,Married,Retired,0,4,0,0,83.29
223,55-64,Male,Turk,Houseowner,False,False,False,True,True,False,True,False,True,True,True,High School,Married,Student,2,1,0,0,94.95
224,35-44,Male,Other,Rent,True,False,False,False,False,False,True,True,False,False,False,High School,Single,Employed,2,0,0,0,87.45
225,15-17,Female,Other,Houseowner,True,False,False,True,False,False,False,False,True,False,True,Literate without schooling,Single,Student,0,0,0,0,98.56
226,45-54,Male,Turk,Rent,False,True,False,True,False,False,False,True,False,True,True,Middle School,Married,Unemployed,1,1,0,0,100.0
227,25-34,Male,Turk,Rent,False,True,False,False,False,False,True,False,False,True,True,Middle School,Married,Retired,1,1,0,0,99.62
228,35-44,Female,Turk,Houseowner,True,True,True,False,False,False,False,False,True,True,True,Primary School,Married,Retired,2,3,0,0,96.93
229,45-54,Male,Turk,Homeless,False,False,False,False,False,False,False,True,True,False,True,Middle School,Married,Retired,2,2,0,0,99.62
230,55-64,Female,Turk,Houseowner,True,True,True,False,True,False,False,True,False,False,True,Primary School,Single,Student,0,2,0,0,86.92
231,25-34,Male,Turk,Houseowner,False,False,False,True,False,False,False,True,True,False,False,Primary School,Single,Student,1,0,0,0,89.35
232,25-34,Male,Turk,Houseowner,True,False,False,True,True,False,True,True,True,True,False,High School,Single,Retired,2,1,0,0,95.15
233,45-54,Male,Turk,Rent,False,False,True,False,True,False,False,False,False,True,False,Master/PhD,Married,Retired,4,0,0,0,73.42
234,35-44,Male,Other,Houseowner,True,False,False,False,True,False,False,True,True,False,False,High School,Single,Unemployed,2,0,0,0,98.26
235,15-17,Female,Turk,Homeless,False,False,True,False,False,False,False,True,True,False,True,Primary School,Single,Employed,0,0,0,0,100.0
236,12-14,Female,Other,Rent,False,False,False,False,False,False,False,True,True,False,True,Illiterate,Single,Student,0,0,0,0,99.62
237,25-34,Male,Turk,Rent,False,False,True,False,True,False,False,False,True,False,True,High School,Single,Student,1,0,0,0,97.35
238,25-34,Male,Turk,Homeless,False,False,False,False,False,False,False,True,True,True,True,High School,Married,Unemployed,1,2,0,0,100.0
239,35-44,Female,Turk,Homeless,False,False,False,True,False,False,False,True,False,True,True,High School,Married,Retired,4,1,0,0,97.01
240,45-54,Male,Turk,Houseowner,True,True,False,False,False,False,False,False,False,True,True,High School,Married,Employed,5,1,0,0,87.24
241,45-54,Female,Turk,Homeless,False,False,False,False,True,False,False,True,False,True,True,Bachelor’s Degree,Married,Employed,2,3,0,0,91.89
242,65+,Male,Other,Rent,False,False,False,False,False,False,True,True,False,False,True,High School,Married,Employed,1,3,0,1,47.01
243,35-44,Male,Turk,Houseowner,True,False,False,False,False,False,False,False,True,True,False,Primary School,Divorced,Employed,2,2,0,0,93.83
244,18-24,Female,Turk,Rent,True,True,True,True,False,False,False,True,True,True,True,Middle School,Married,Employed,1,2,0,0,91.44
245,18-24,Female,Turk,Houseowner,True,False,True,False,False,False,False,False,True,False,True,Middle School,Single,Employed,2,1,0,0,99.21
246,45-54,Male,Turk,Houseowner,True,True,True,True,False,False,False,False,True,False,True,High School,Single,Employed,0,2,0,0,91.13
247,35-44,Male,Turk,Houseowner,False,True,False,False,True,False,False,True,True,True,False,High School,Married,Employed,3,1,0,0,93.79
248,45-54,Male,Turk,Rent,False,False,False,True,False,False,True,True,True,True,False,Bachelor’s Degree,Single,Employed,4,0,0,0,86.91
249,25-34,Female,Turk,Rent,True,False,False,True,False,False,False,False,False,True,False,Primary School,Married,Employed,1,2,0,0,89.43
250,35-44,Male,Turk,Rent,True,True,False,False,False,False,True,True,True,True,True,Primary School,Single,Unemployed,0,2,0,0,95.08
251,35-44,Male,Turk,Rent,False,True,False,False,False,False,True,True,False,True,True,Middle School,Married,Employed,1,2,0,0,94.51
252,35-44,Male,Turk,Houseowner,True,False,True,False,False,False,True,False,False,True,True,Middle School,Single,Employed,1,2,0,0,96.07
253,25-34,Male,Turk,Houseowner,True,True,True,False,False,False,True,True,True,True,True,High School,Divorced,Student,3,0,0,0,95.87
254,35-44,Female,Turk,Rent,True,False,False,False,False,False,True,True,True,True,True,High School,Married,Employed,3,4,0,1,54.48
255,55-64,Male,Turk,Rent,True,False,False,True,True,False,False,False,False,True,True,Bachelor’s Degree,Single,Employed,3,2,0,0,55.82
256,25-34,Male,Other,Houseowner,True,True,True,False,False,False,False,False,True,False,False,Middle School,Single,Retired,1,0,0,0,84.75
257,35-44,Male,Turk,Rent,True,False,False,False,True,False,False,False,True,False,False,High School,Married,Employed,2,1,0,0,89.9
258,25-34,Female,Turk,Rent,True,True,False,False,False,False,False,False,False,True,False,High School,Divorced,Retired,1,2,0,0,97.35
259,25-34,Male,Turk,Rent,True,False,False,True,True,False,False,False,True,True,True,Middle School,Married,Student,4,0,0,0,93.22
260,35-44,Male,Turk,Rent,False,False,False,False,False,False,False,True,False,True,True,Primary School,Married,Employed,5,1,0,0,91.4
261,25-34,Male,Turk,Rent,True,False,False,False,True,False,False,True,True,True,False,Primary School,Single,Employed,2,2,0,0,93.64
262,18-24,Female,Turk,Rent,True,True,False,True,False,False,False,False,True,True,False,High School,Single,Employed,2,0,0,0,92.07
263,35-44,Female,Turk,Homeless,True,True,False,False,True,False,False,False,False,True,True,Primary School,Married,Employed,3,0,0,0,99.62
264,12-14,Female,Turk,Rent,False,False,False,False,False,False,False,True,False,False,True,Literate without schooling,Single,Employed,0,1,0,0,99.62
265,12-14,Male,Turk,Houseowner,False,False,False,False,False,False,False,True,False,False,True,Primary School,Single,Employed,0,1,0,0,99.62
266,15-17,Male,Other,Rent,False,False,False,False,False,False,False,True,True,False,False,Primary School,Single,Employed,0,0,0,0,96.91
267,25-34,Female,Turk,Rent,True,False,True,False,False,False,False,True,True,True,True,Primary School,Married,Student,4,2,0,0,86.78
268,45-54,Female,Turk,Houseowner,True,True,False,True,True,False,False,True,False,False,False,Primary School,Single,Retired,2,0,0,0,90.34
269,55-64,Male,Turk,Rent,True,False,False,True,False,False,False,True,True,True,False,Primary School,Single,Employed,6,0,0,0,81.68
270,35-44,Male,Other,Rent,True,True,False,False,False,False,False,False,True,False,True,Primary School,Divorced,Retired,3,0,0,0,97.01
271,15-17,Female,Other,Rent,False,False,True,False,False,False,False,True,True,False,True,Literate without schooling,Single,Student,0,0,0,0,99.62
272,25-34,Male,Turk,Rent,True,True,False,True,True,False,False,True,False,True,True,Middle School,Single,Unemployed,0,1,0,0,98.71
273,15-17,Female,Turk,Houseowner,False,False,False,False,False,False,False,False,True,False,True,Primary School,Single,Student,0,1,0,0,97.05
274,45-54,Male,Other,Houseowner,False,True,False,True,False,False,False,True,True,True,True,Primary School,Married,Employed,4,1,0,0,95.15
275,45-54,Male,Other,Houseowner,True,True,True,True,False,False,False,True,True,False,True,Middle School,Single,Employed,2,1,0,0,92.0
276,25-34,Female,Turk,Rent,True,False,False,False,True,False,False,True,True,True,False,Primary School,Single,Retired,2,3,0,0,91.65
277,35-44,Male,Turk,Rent,True,False,True,False,False,True,False,True,True,True,False,Middle School,Single,Retired,2,1,0,0,93.11
278,12-14,Male,Turk,Houseowner,False,False,False,False,False,False,False,True,True,False,True,Primary School,Single,Student,0,1,0,0,99.62
279,25-34,Female,Turk,Rent,False,False,True,False,True,False,True,True,True,True,False,High School,Married,Employed,2,1,0,0,92.89
280,25-34,Male,Turk,Houseowner,False,False,False,False,False,False,False,True,True,False,False,Middle School,Married,Student,2,1,0,0,90.34
281,25-34,Male,Turk,Houseowner,False,False,False,False,False,False,False,True,True,False,False,Middle School,Married,Student,2,1,0,0,90.34
282,25-34,Male,Turk,Houseowner,False,False,False,False,True,False,False,True,False,True,False,Illiterate,Single,Employed,2,0,0,0,99.62
283,25-34,Female,Other,Rent,True,False,True,True,False,False,False,True,False,False,True,High School,Married,Student,2,1,0,0,86.94
284,35-44,Male,Turk,Houseowner,True,False,True,False,False,False,False,False,True,True,True,Middle School,Divorced,Unemployed,4,0,0,0,98.79
285,55-64,Female,Turk,Rent,True,False,True,True,True,False,True,False,False,True,True,High School,Single,Employed,1,2,0,0,89.31
286,25-34,Female,Turk,Houseowner,True,False,True,False,True,False,True,True,False,True,False,Primary School,Married,Unemployed,1,0,0,0,100.0
287,45-54,Male,Turk,Rent,True,False,True,False,True,False,True,False,False,True,True,Middle School,Married,Retired,1,2,0,0,94.48
288,25-34,Male,Turk,Rent,False,False,False,False,False,False,False,False,False,True,True,High School,Single,Employed,4,1,0,0,89.43
289,25-34,Male,Other,Rent,False,False,False,False,True,False,False,True,False,True,True,Middle School,Single,Student,1,2,0,0,97.05
290,45-54,Female,Turk,Rent,False,True,False,True,True,False,False,True,False,True,True,Middle School,Single,Unemployed,1,1,0,0,98.71
291,45-54,Male,Turk,Houseowner,True,True,True,False,False,False,False,True,False,True,True,High School,Single,Unemployed,0,3,0,0,99.62
292,35-44,Male,Turk,Houseowner,True,True,False,False,False,False,False,True,False,False,False,Primary School,Married,Retired,2,1,0,0,90.34
293,25-34,Male,Turk,Houseowner,True,False,False,False,False,False,True,False,True,False,False,Middle School,Married,Employed,0,2,0,0,65.71
294,18-24,Male,Turk,Houseowner,True,True,False,False,False,False,False,True,False,True,True,Middle School,Divorced,Employed,4,0,0,0,94.21
295,25-34,Male,Turk,Rent,True,False,True,False,False,False,True,True,False,True,False,Literate without schooling,Single,Retired,2,0,0,0,99.1
296,25-34,Male,Other,Houseowner,True,True,False,True,False,False,False,True,False,True,True,Middle School,Single,Employed,2,2,0,0,94.97
297,18-24,Male,Other,Rent,True,False,True,False,False,False,False,False,True,True,True,High School,Single,Retired,3,1,0,0,91.83
298,25-34,Male,Turk,Rent,True,False,True,False,True,False,True,True,True,False,True,High School,Single,Retired,2,1,0,0,94.89
299,35-44,Female,Turk,Homeless,False,True,False,False,False,False,False,False,False,True,True,High School,Married,Unemployed,2,0,0,0,100.0
300,35-44,Male,Turk,Houseowner,True,False,False,True,True,False,True,True,False,True,True,Middle School,Married,Employed,2,2,0,0,95.32
301,45-54,Female,Turk,Houseowner,False,False,True,False,True,False,True,True,True,False,True,Literate without schooling,Single,Employed,3,0,0,0,92.51
302,45-54,Male,Other,Rent,True,False,False,True,False,True,True,False,False,True,True,Primary School,Married,Employed,0,1,0,0,95.19
303,45-54,Male,Other,Houseowner,True,False,False,True,True,False,False,True,True,False,False,Primary School,Divorced,Student,0,1,0,0,75.86
304,35-44,Male,Other,Houseowner,True,True,False,False,False,False,False,True,True,True,False,Middle School,Divorced,Student,4,0,0,0,92.69
305,25-34,Female,Other,Houseowner,True,True,False,False,True,False,False,True,False,True,True,Literate without schooling,Married,Retired,3,2,0,0,95.05
306,55-64,Female,Turk,Houseowner,True,True,True,True,True,False,False,True,True,True,True,Middle School,Married,Student,3,2,0,0,78.25
307,25-34,Female,Turk,Rent,True,True,True,False,True,False,True,True,True,True,False,Primary School,Married,Employed,1,1,0,0,94.48
308,35-44,Male,Turk,Houseowner,True,True,True,False,False,False,True,True,True,True,True,Middle School,Single,Employed,5,0,0,0,86.58
309,15-17,Female,Turk,Houseowner,True,False,False,False,False,False,False,False,True,False,False,Literate without schooling,Single,Employed,0,1,0,0,86.46
310,55-64,Female,Turk,Houseowner,False,True,False,False,False,True,False,True,True,False,False,High School,Divorced,Retired,3,0,0,0,73.97
311,25-34,Male,Turk,Houseowner,True,False,False,True,True,False,True,True,True,False,False,Primary School,Single,Employed,1,0,0,0,94.01
312,35-44,Female,Other,Rent,True,True,True,False,True,False,False,False,False,True,True,High School,Divorced,Student,1,1,0,0,99.62
313,55-64,Female,Turk,Rent,False,True,False,False,True,False,False,False,False,False,True,Middle School,Married,Student,0,2,0,0,73.75
314,35-44,Female,Other,Rent,False,False,False,False,False,False,True,False,True,False,True,Primary School,Single,Employed,2,1,0,0,88.14
315,35-44,Male,Turk,Rent,True,False,True,False,False,False,False,True,False,True,False,Primary School,Married,Employed,2,2,0,0,91.01
316,25-34,Male,Turk,Rent,False,True,False,False,False,False,False,False,False,False,True,High School,Single,Employed,1,1,0,0,94.97
317,25-34,Male,Turk,Houseowner,True,False,False,True,False,True,False,False,True,True,True,Middle School,Single,Retired,3,1,0,0,91.97
318,25-34,Male,Turk,Houseowner,True,False,True,False,True,False,False,True,True,False,True,Primary School,Married,Unemployed,0,2,0,0,96.85
319,55-64,Female,Turk,Rent,False,False,True,True,False,False,True,True,True,True,True,Primary School,Divorced,Retired,1,3,0,0,70.63
320,25-34,Male,Turk,Rent,False,True,True,True,True,False,False,True,True,True,True,Primary School,Divorced,Retired,2,0,0,0,99.62
321,25-34,Male,Turk,Rent,True,True,True,False,False,False,False,False,False,True,True,Literate without schooling,Married,Retired,2,1,0,0,97.86
322,25-34,Female,Turk,Rent,False,False,True,False,True,False,True,False,True,False,True,Middle School,Single,Retired,2,0,0,0,92.12
323,25-34,Female,Turk,Rent,False,True,False,False,True,False,False,True,True,True,True,Middle School,Single,Retired,5,1,0,0,83.12
324,55-64,Male,Other,Rent,True,False,False,False,True,False,False,False,True,False,True,Primary School,Married,Unemployed,2,1,0,0,94.21
325,25-34,Male,Turk,Houseowner,True,False,True,False,False,False,False,True,False,False,True,Middle School,Divorced,Employed,3,1,0,0,97.88
326,25-34,Male,Turk,Houseowner,True,False,True,True,False,False,True,True,True,True,True,Middle School,Divorced,Employed,3,1,0,0,95.15
327,35-44,Male,Turk,Houseowner,True,False,False,False,False,True,False,True,True,True,False,Middle School,Single,Retired,4,1,0,0,87.83
328,45-54,Male,Other,Rent,True,False,True,True,True,True,False,False,True,True,True,Middle School,Married,Employed,1,1,0,0,95.16
329,35-44,Male,Turk,Rent,False,True,True,False,False,False,True,False,True,True,True,Illiterate,Married,Retired,0,1,0,0,92.52
330,25-34,Male,Turk,Rent,True,False,False,False,False,False,True,True,True,True,True,Primary School,Single,Student,4,1,0,0,90.59
331,35-44,Male,Turk,Rent,False,True,True,True,False,True,False,True,True,True,True,Primary School,Married,Retired,2,0,0,0,99.21
