age_group,gender,race_ethnicity,education_level,marital_status,employment_status,housing_status,has_dependents,prior_convictions,juvenile_convictions,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,recidivism
45-54,Female,Turk,Middle School,Divorced,Employed,Houseowner,True,3,1,True,True,True,False,False,False,False,True,False,False,1
45-54,Male,Turk,Primary School,Divorced,Retired,Rent,False,3,0,False,True,False,False,False,False,True,False,True,False,1
25-34,Male,Kurd,Middle School,Single,Student,Rent,True,1,1,True,True,False,True,False,False,False,False,False,False,0
18-24,Male,Arab,Middle School,Married,Unemployed,Houseowner,True,2,1,False,False,False,True,False,False,True,True,True,False,0
45-54,Male,Kurd,Primary School,Married,Unemployed,Homeless,True,1,0,False,False,False,False,False,False,True,False,True,True,0
15-17,Male,Kurd,Illiterate,Married,Retired,Rent,False,2,0,True,False,True,False,False,False,False,False,True,False,1
35-44,Male,Turk,Illiterate,Married,Unemployed,Rent,False,3,0,False,False,True,True,False,False,False,False,False,False,2
12-14,Male,Turk,Middle School,Married,Employed,Rent,True,2,1,True,False,False,True,False,False,False,True,True,False,1
45-54,Male,Arab,Literate without schooling,Divorced,Unemployed,Houseowner,True,3,0,True,False,False,False,False,True,False,False,True,False,2
45-54,Male,Turk,Primary School,Single,Unemployed,Houseowner,True,0,0,False,False,False,True,False,False,True,True,False,False,0
12-14,Male,Turk,Illiterate,Single,Unemployed,Houseowner,False,2,3,False,True,False,True,False,True,False,False,False,False,2
55-64,Male,Other,Illiterate,Divorced,Unemployed,Rent,True,5,2,True,False,False,False,False,False,False,True,False,False,2
25-34,Male,Other,Illiterate,Divorced,Student,Houseowner,False,1,1,True,True,True,False,False,False,False,True,False,True,1
55-64,Male,Kurd,Primary School,Married,Unemployed,Houseowner,False,3,0,False,True,True,False,False,False,True,False,False,True,1
12-14,Male,Turk,Literate without schooling,Divorced,Student,Rent,False,1,2,True,False,True,False,False,False,False,True,False,False,2
15-17,Male,Arab,Literate without schooling,Single,Unemployed,Houseowner,False,3,1,False,False,True,False,False,False,False,False,True,True,2
25-34,Female,Turk,Primary School,Divorced,Retired,Rent,False,4,3,False,True,True,False,False,True,True,True,True,False,2
15-17,Male,Turk,Primary School,Divorced,Retired,Rent,True,5,1,False,True,True,False,False,True,True,False,True,False,2
18-24,Male,Turk,Illiterate,Single,Unemployed,Houseowner,True,0,1,True,True,False,False,False,False,False,False,True,True,0
45-54,Female,Other,Illiterate,Single,Employed,Houseowner,True,1,1,False,False,False,True,False,False,False,False,False,True,0
15-17,Male,Other,Master/PhD,Married,Student,Houseowner,False,2,1,False,False,True,False,False,False,False,True,True,True,0
45-54,Female,Kurd,High School,Divorced,Unemployed,Rent,True,1,0,False,True,False,True,False,True,False,False,False,False,0
12-14,Female,Turk,Illiterate,Single,Retired,Houseowner,True,1,4,False,False,True,False,False,True,True,False,False,True,2
15-17,Male,Turk,Literate without schooling,Married,Unemployed,Rent,False,0,4,True,True,False,True,False,False,True,False,False,False,2
35-44,Male,Turk,Primary School,Divorced,Unemployed,Rent,True,1,3,False,True,True,False,False,True,False,True,False,True,2
55-64,Male,Arab,Master/PhD,Single,Unemployed,Houseowner,True,2,0,False,True,False,True,False,True,True,False,False,False,0
15-17,Female,Turk,Master/PhD,Married,Retired,Rent,True,3,1,False,True,False,True,False,True,False,False,True,False,1
18-24,Male,Turk,Bachelor’s Degree,Single,Employed,Homeless,False,1,0,False,True,False,True,False,False,True,True,True,True,0
65+,Male,Arab,Illiterate,Single,Retired,Houseowner,False,1,2,False,True,False,False,False,False,False,False,False,True,0
65+,Male,Turk,Middle School,Married,Employed,Homeless,False,0,2,False,False,True,True,False,False,True,False,True,False,0
35-44,Male,Arab,Middle School,Single,Retired,Houseowner,False,3,2,True,True,False,False,False,True,False,True,True,False,2
25-34,Female,Turk,High School,Single,Student,Rent,True,2,1,True,False,False,True,False,False,True,False,False,False,0
18-24,Male,Arab,Bachelor’s Degree,Divorced,Student,Houseowner,True,2,1,False,False,False,True,False,True,False,False,False,False,1
35-44,Male,Turk,Primary School,Single,Employed,Rent,False,3,2,False,False,False,True,False,False,True,False,False,False,2
35-44,Female,Turk,Middle School,Divorced,Student,Rent,False,5,2,True,True,False,True,False,False,False,False,False,True,2
18-24,Male,Turk,Literate without schooling,Single,Student,Homeless,True,1,3,True,False,True,False,False,False,False,False,True,False,2
12-14,Male,Turk,Literate without schooling,Married,Unemployed,Homeless,True,2,1,False,True,False,True,False,True,True,True,False,True,2
15-17,Female,Kurd,Primary School,Divorced,Unemployed,Houseowner,True,3,1,True,True,True,False,False,True,True,True,True,False,2
65+,Female,Turk,Bachelor’s Degree,Married,Student,Rent,True,2,2,False,False,False,True,False,False,True,True,False,True,0
25-34,Female,Turk,Middle School,Married,Unemployed,Houseowner,False,1,1,False,False,False,True,False,False,True,False,True,True,0
25-34,Male,Arab,High School,Divorced,Retired,Houseowner,True,2,1,True,True,False,False,False,False,False,False,False,False,1
25-34,Male,Turk,High School,Single,Employed,Houseowner,False,3,2,False,True,True,False,True,True,True,True,True,False,2
55-64,Male,Kurd,Primary School,Divorced,Unemployed,Homeless,False,1,0,True,False,False,False,False,True,True,False,False,True,1
12-14,Female,Arab,Master/PhD,Divorced,Retired,Rent,False,1,2,True,False,False,True,False,False,True,True,True,False,0
12-14,Male,Turk,Illiterate,Divorced,Retired,Houseowner,True,6,2,False,False,True,True,False,False,False,True,False,False,2
18-24,Male,Arab,Master/PhD,Married,Unemployed,Homeless,False,3,2,False,True,False,False,False,True,False,False,False,False,2
25-34,Male,Turk,Illiterate,Married,Student,Rent,True,2,2,False,False,False,True,False,False,False,True,False,False,1
45-54,Male,Turk,Primary School,Married,Employed,Houseowner,False,1,0,False,False,False,True,False,False,False,True,True,False,0
25-34,Male,Turk,Bachelor’s Degree,Married,Employed,Rent,True,6,1,False,True,False,True,True,False,True,True,False,False,1
25-34,Male,Arab,High School,Divorced,Retired,Rent,False,2,5,False,True,False,False,False,False,True,True,True,False,1
65+,Male,Kurd,Primary School,Divorced,Student,Rent,False,6,4,True,True,False,False,False,False,False,True,True,True,2
15-17,Female,Kurd,Master/PhD,Single,Employed,Rent,True,2,0,False,False,False,False,False,False,False,True,False,True,0
35-44,Female,Other,Illiterate,Single,Retired,Rent,False,2,1,False,False,False,False,False,False,False,False,True,False,0
35-44,Male,Turk,High School,Divorced,Unemployed,Houseowner,False,3,2,False,True,False,False,False,False,True,True,True,True,1
25-34,Male,Arab,Middle School,Married,Student,Rent,True,0,1,False,False,True,True,True,False,True,False,True,True,0
55-64,Female,Arab,Literate without schooling,Married,Retired,Houseowner,False,1,0,False,False,True,True,False,True,False,True,False,True,0
18-24,Male,Other,Master/PhD,Single,Retired,Houseowner,False,0,0,False,True,False,True,False,False,True,False,False,True,0
65+,Male,Other,Bachelor’s Degree,Single,Employed,Houseowner,True,3,0,False,False,False,True,False,False,True,True,False,False,0
18-24,Male,Other,Illiterate,Married,Unemployed,Rent,False,3,1,True,False,True,False,False,False,False,False,True,False,2
35-44,Male,Turk,Illiterate,Divorced,Unemployed,Rent,False,1,2,False,False,True,False,False,True,False,True,True,True,1
35-44,Male,Arab,Illiterate,Divorced,Retired,Rent,True,0,2,True,True,False,False,False,False,False,True,True,False,0
55-64,Male,Arab,Primary School,Divorced,Retired,Houseowner,False,1,2,False,False,True,True,False,True,False,True,False,False,1
25-34,Male,Kurd,Primary School,Single,Student,Homeless,True,1,3,True,True,False,True,False,False,True,True,False,False,2
18-24,Male,Turk,Bachelor’s Degree,Single,Employed,Houseowner,False,3,1,False,True,False,False,False,True,True,False,False,False,1
12-14,Male,Other,High School,Married,Retired,Rent,False,1,3,False,False,False,False,True,True,True,True,False,False,2
18-24,Female,Turk,Illiterate,Married,Student,Houseowner,True,2,0,False,False,True,False,False,False,False,True,True,False,0
55-64,Female,Turk,Middle School,Single,Unemployed,Rent,True,1,2,True,True,False,True,False,True,False,False,True,False,1
12-14,Male,Kurd,Bachelor’s Degree,Married,Unemployed,Rent,True,1,1,False,True,False,False,False,False,False,True,False,False,0
65+,Male,Turk,Master/PhD,Divorced,Unemployed,Rent,True,2,0,False,True,False,False,False,True,False,False,False,False,0
35-44,Male,Arab,Primary School,Single,Unemployed,Rent,True,2,3,True,True,True,False,False,False,False,True,True,False,2
15-17,Male,Turk,Illiterate,Divorced,Retired,Rent,False,3,1,False,False,True,False,False,True,False,False,True,False,2
18-24,Male,Kurd,Literate without schooling,Married,Retired,Rent,False,0,3,False,False,False,True,False,True,True,False,False,True,1
35-44,Male,Arab,Primary School,Married,Employed,Rent,False,3,2,False,False,False,True,False,False,False,True,False,False,2
18-24,Male,Turk,Middle School,Married,Retired,Homeless,False,4,4,False,True,True,False,False,False,False,True,True,True,2
12-14,Female,Arab,Primary School,Divorced,Unemployed,Homeless,False,1,2,True,False,True,False,True,True,False,False,False,True,2
45-54,Female,Turk,Illiterate,Married,Retired,Rent,True,1,4,True,True,True,True,False,True,True,True,False,False,2
45-54,Male,Arab,Primary School,Single,Retired,Rent,False,0,3,True,False,False,False,True,True,False,False,True,False,2
12-14,Male,Other,Primary School,Single,Student,Rent,False,0,1,True,True,True,False,False,False,False,False,False,True,1
18-24,Male,Turk,Middle School,Divorced,Student,Homeless,True,1,3,False,False,True,True,False,False,False,True,False,True,2
15-17,Male,Kurd,Illiterate,Single,Student,Houseowner,True,2,2,False,True,False,False,False,True,False,False,True,False,2
45-54,Male,Kurd,Bachelor’s Degree,Divorced,Retired,Homeless,False,7,0,True,False,True,False,False,False,False,False,False,True,1
45-54,Male,Kurd,Primary School,Married,Unemployed,Rent,True,2,2,False,True,False,False,False,True,True,False,True,False,2
45-54,Female,Arab,Primary School,Single,Student,Rent,True,3,5,True,False,False,True,False,True,False,True,False,True,2
65+,Male,Turk,Master/PhD,Single,Retired,Rent,True,1,1,True,True,False,False,False,False,True,True,True,False,0
55-64,Female,Kurd,Bachelor’s Degree,Divorced,Retired,Houseowner,False,2,0,True,False,False,True,False,False,True,False,True,False,0
18-24,Male,Turk,Illiterate,Single,Employed,Rent,True,1,1,True,False,True,False,False,False,False,True,True,True,0
12-14,Male,Turk,Literate without schooling,Single,Unemployed,Rent,True,1,2,False,False,True,False,False,True,False,False,True,False,2
35-44,Male,Arab,Illiterate,Single,Student,Houseowner,True,2,1,True,True,False,True,False,False,True,True,True,True,1
65+,Male,Turk,Middle School,Married,Student,Rent,True,2,0,False,False,False,False,True,True,True,False,False,False,0
65+,Male,Kurd,Primary School,Divorced,Student,Houseowner,True,1,1,False,True,False,False,False,True,False,True,False,False,0
15-17,Female,Turk,Primary School,Single,Retired,Rent,True,0,3,True,True,True,True,False,True,False,False,False,True,2
15-17,Male,Arab,Middle School,Divorced,Student,Rent,True,6,1,True,True,False,False,False,True,False,False,False,False,2
12-14,Male,Kurd,Middle School,Divorced,Student,Rent,False,1,1,False,True,True,False,False,False,False,False,False,True,1
15-17,Male,Turk,Illiterate,Single,Retired,Houseowner,True,2,0,True,True,True,True,True,False,False,False,True,True,2
35-44,Male,Turk,Illiterate,Single,Employed,Houseowner,False,1,0,True,False,True,False,False,True,True,False,True,False,0
35-44,Male,Turk,Bachelor’s Degree,Married,Student,Houseowner,True,2,0,True,False,True,True,True,True,True,False,False,False,1
18-24,Male,Other,Master/PhD,Single,Unemployed,Rent,False,4,0,True,False,True,False,True,True,False,True,True,True,1
18-24,Female,Kurd,Bachelor’s Degree,Single,Retired,Homeless,True,1,0,False,True,True,False,True,False,True,False,False,True,0
55-64,Male,Turk,Master/PhD,Married,Student,Rent,True,0,3,False,True,False,True,False,True,False,False,True,True,0
25-34,Male,Arab,Middle School,Divorced,Student,Rent,True,5,0,False,False,True,True,False,False,False,True,True,False,1
55-64,Male,Turk,Bachelor’s Degree,Divorced,Retired,Houseowner,True,0,1,True,False,False,False,False,False,False,True,False,False,0
65+,Female,Turk,Master/PhD,Married,Employed,Houseowner,False,2,2,True,True,False,False,False,True,True,False,True,True,0
18-24,Male,Turk,Master/PhD,Single,Student,Rent,False,1,4,False,False,False,False,False,True,False,True,True,True,0
15-17,Male,Turk,Literate without schooling,Single,Retired,Rent,True,2,1,True,False,True,True,False,True,False,False,False,False,2
65+,Male,Arab,Literate without schooling,Married,Retired,Houseowner,True,4,2,True,False,False,False,False,True,False,False,False,True,2
45-54,Male,Arab,Primary School,Single,Employed,Rent,False,1,2,True,True,False,False,False,False,False,False,True,False,1
18-24,Male,Other,Middle School,Married,Retired,Rent,False,2,0,True,True,True,True,False,True,True,True,False,True,0
35-44,Male,Arab,Master/PhD,Divorced,Employed,Houseowner,False,2,1,True,True,False,True,False,True,False,True,True,False,1
35-44,Male,Turk,Primary School,Divorced,Unemployed,Houseowner,False,1,0,False,True,False,False,False,False,False,True,False,True,0
65+,Male,Turk,Bachelor’s Degree,Single,Retired,Rent,True,0,1,True,True,True,True,False,False,False,False,True,True,0
18-24,Male,Kurd,Master/PhD,Single,Student,Houseowner,False,2,1,False,True,False,True,False,True,False,False,True,True,0
65+,Female,Other,Master/PhD,Single,Student,Rent,True,1,0,True,True,True,True,False,False,True,False,True,False,0
65+,Female,Arab,Literate without schooling,Married,Student,Rent,True,1,3,False,True,False,False,False,False,False,True,True,True,1
15-17,Male,Turk,Literate without schooling,Single,Retired,Homeless,False,3,3,True,True,True,False,False,True,True,False,False,True,2
15-17,Male,Kurd,Literate without schooling,Divorced,Employed,Houseowner,False,2,1,False,True,True,True,False,False,False,False,False,True,2
35-44,Male,Arab,Bachelor’s Degree,Divorced,Unemployed,Houseowner,False,4,2,True,True,True,False,False,True,True,False,False,True,2
12-14,Female,Other,High School,Single,Unemployed,Rent,False,2,3,False,False,True,False,False,False,False,True,True,False,2
18-24,Male,Arab,Primary School,Married,Retired,Houseowner,False,0,0,False,False,False,True,False,False,True,True,False,False,0
25-34,Male,Turk,Illiterate,Married,Student,Rent,False,4,2,True,True,True,False,False,False,False,True,False,False,2
65+,Male,Turk,Middle School,Single,Student,Rent,False,1,3,True,True,True,False,False,False,True,True,True,True,0
65+,Female,Turk,Bachelor’s Degree,Divorced,Retired,Rent,False,1,2,False,True,True,False,False,True,True,False,True,True,0
15-17,Male,Turk,Middle School,Divorced,Retired,Rent,True,0,0,True,True,True,True,False,False,True,True,False,True,0
65+,Male,Other,Literate without schooling,Single,Unemployed,Houseowner,True,4,2,False,False,False,True,False,False,True,False,False,False,2
12-14,Female,Kurd,High School,Married,Unemployed,Rent,True,3,1,False,True,False,True,False,False,False,True,True,False,2
45-54,Male,Turk,High School,Married,Employed,Homeless,False,1,1,False,True,True,False,False,True,True,False,True,False,0
55-64,Female,Turk,High School,Single,Employed,Houseowner,True,2,0,False,False,True,False,False,False,True,False,False,True,0
